Tanggal,Kab/Kota,Harga
2021-04-02,Kab. Banyuwangi,11000
2021-04-02,Kab. Blitar,10600
2021-04-02,Kab. Bojonegoro,12000
2021-04-02,Kab. Bondowoso,11500
2021-04-02,Kab. Gresik,11600
2021-04-02,Kab. Jember,12000
2021-04-02,Kab. Jombang,
2021-04-02,Kab. Kediri,10700
2021-04-02,Kab. Lamongan,12500
2021-04-02,Kab. Lumajang,11500
2021-04-02,Kab. Madiun,11667
2021-04-02,Kab. Magetan,11000
2021-04-02,Kab. Malang,
2021-04-02,Kab. Mojokerto,11700
2021-04-02,Kab. Nganjuk,11000
2021-04-02,Kab. Ngawi,11500
2021-04-02,Kab. Pacitan,10500
2021-04-02,Kab. Pamekasan,12000
2021-04-02,Kab. Pasuruan,
2021-04-02,Kab. Ponorogo,
2021-04-02,Kab. Probolinggo,10500
2021-04-02,Kab. Sampang,11500
2021-04-02,Kab. Sidoarjo,11800
2021-04-02,Kab. Situbondo,
2021-04-02,Kab. Sumenep,11500
2021-04-02,Kab. Trenggalek,11500
2021-04-02,Kab. Tuban,10000
2021-04-02,Kab. Tulungagung,11000
2021-04-02,Kota Batu,11300
2021-04-02,Kota Blitar,11000
2021-04-02,Kota Kediri,10000
2021-04-02,Kota Madiun,11000
2021-04-02,Kota Malang,11500
2021-04-02,Kota Mojokerto,12250
2021-04-02,Kota Pasuruan,11500
2021-04-02,Kota Probolinggo,11500
2021-04-02,Kota Surabaya,12500
2021-04-03,Kab. Bangkalan,12000
2021-04-03,Kab. Banyuwangi,11000
2021-04-03,Kab. Blitar,10600
2021-04-03,Kab. Bojonegoro,12000
2021-04-03,Kab. Bondowoso,11500
2021-04-03,Kab. Gresik,11600
2021-04-03,Kab. Jember,12000
2021-04-03,Kab. Jombang,11000
2021-04-03,Kab. Kediri,10700
2021-04-03,Kab. Lamongan,12500
2021-04-03,Kab. Lumajang,12000
2021-04-03,Kab. Madiun,11667
2021-04-03,Kab. Magetan,11000
2021-04-03,Kab. Malang,
2021-04-03,Kab. Mojokerto,11700
2021-04-03,Kab. Nganjuk,11000
2021-04-03,Kab. Ngawi,11500
2021-04-03,Kab. Pacitan,10500
2021-04-03,Kab. Pamekasan,12000
2021-04-03,Kab. Pasuruan,12000
2021-04-03,Kab. Ponorogo,12500
2021-04-03,Kab. Probolinggo,10500
2021-04-03,Kab. Sampang,11500
2021-04-03,Kab. Sidoarjo,11800
2021-04-03,Kab. Situbondo,11500
2021-04-03,Kab. Sumenep,11500
2021-04-03,Kab. Trenggalek,11500
2021-04-03,Kab. Tuban,10000
2021-04-03,Kab. Tulungagung,11000
2021-04-03,Kota Batu,12000
